Iteration,CountS,CountE,CountI,CountR
117,3775,18,42,16165
118,3822,20,39,16119
119,3874,17,40,16069
120,3918,22,34,16026
121,3961,17,40,15982
122,4009,18,40,15933
123,4055,19,42,15884
124,4097,24,38,15841
125,4136,21,38,15805
126,4182,24,40,15754
127,4218,29,39,15714
128,4266,32,39,15663
129,4315,30,39,15616
130,4376,26,45,15553
131,4407,29,42,15522
132,4461,27,41,15471
133,4506,25,43,15426
134,4536,26,42,15396
135,4582,25,46,15347
136,4623,22,49,15306
137,4674,24,48,15254
138,4717,24,45,15214
139,4757,20,42,15181
140,4797,22,40,15141
141,4829,23,40,15108
142,4863,22,38,15077
143,4900,27,35,15038
144,4931,22,37,15010
145,4965,20,35,14980
146,5010,20,34,14936
147,5049,20,30,14901
148,5078,19,30,14873
149,5130,22,25,14823
150,5174,16,28,14782
151,5211,14,29,14746
152,5256,15,30,14699
153,5292,16,33,14659
154,5320,17,35,14628
155,5353,16,35,14596
156,5393,14,37,14556
157,5423,20,32,14525
158,5473,15,35,14477
159,5503,24,32,14441
160,5544,25,36,14395
161,5571,29,38,14362
162,5598,28,39,14335
163,5636,27,39,14298
164,5675,25,43,14257
165,5709,26,44,14221
166,5749,32,42,14177
167,5792,32,50,14126
168,5830,34,54,14082
169,5854,33,57,14056
170,5881,38,56,14025
171,5912,46,54,13988
172,5930,47,63,13960
173,5958,50,66,13926
174,5986,44,76,13894
175,6003,50,72,13875
176,6030,50,77,13843
177,6046,62,76,13816
178,6073,64,82,13781
179,6093,69,88,13750
180,6123,69,96,13712
181,6152,76,92,13680
182,6165,72,103,13660
183,6175,76,107,13642
184,6194,81,110,13615
185,6221,87,105,13587
186,6230,91,112,13567
187,6248,79,126,13547
188,6254,77,137,13532
189,6269,91,140,13500
190,6280,103,149,13468
191,6290,112,151,13447
192,6293,120,156,13431
193,6310,116,169,13405
194,6301,125,182,13392
195,6318,130,190,13362
196,6316,142,203,13339
197,6313,154,209,13324
198,6304,147,235,13314
199,6299,155,238,13308
200,6278,139,266,13317
201,6259,161,275,13305
202,6244,180,285,13291
203,6217,184,287,13312
204,6211,200,293,13296
205,6194,209,303,13294
206,6156,220,322,13302
207,6123,239,330,13308
208,6108,236,356,13300
209,6079,227,392,13302
210,6033,236,405,13326
211,5988,262,414,13336
212,5956,290,416,13338
213,5927,280,453,13340
214,5896,297,465,13342
215,5871,304,483,13342
216,5827,322,484,13367
217,5770,335,503,13392
218,5699,349,542,13410
219,5638,367,583,13412
220,5552,403,582,13463
221,5513,393,589,13505
222,5454,386,606,13554
223,5396,369,661,13574
224,5313,400,668,13619
225,5249,407,701,13643
226,5173,398,725,13704
227,5088,397,759,13756
228,5000,430,767,13803
229,4906,464,780,13850
230,4819,479,804,13898
231,4752,462,811,13975
232,4674,461,819,14046
233,4597,451,841,14111
234,4510,454,835,14201
235,4424,465,854,14257
236,4353,472,860,14315
237,4283,479,880,14358
238,4219,468,901,14412
239,4136,482,904,14478
240,4064,492,910,14534
241,3970,491,945,14594
242,3915,466,972,14647
243,3863,444,970,14723
244,3816,410,976,14798
245,3763,414,960,14863
246,3699,409,941,14951
247,3622,438,944,14996
248,3568,430,940,15062
249,3531,427,934,15108
250,3470,426,938,15166
251,3435,401,927,15237
252,3389,418,901,15292
253,3355,390,887,15368
254,3327,375,879,15419
255,3305,376,853,15466
256,3297,355,848,15500
257,3275,369,813,15543
258,3243,353,808,15596
259,3224,359,776,15641
260,3232,326,789,15653
261,3218,321,762,15699
262,3211,332,747,15710
263,3222,294,730,15754
264,3201,312,715,15772
265,3221,291,713,15775
266,3212,287,694,15807
267,3201,298,677,15824
268,3197,289,672,15842
269,3203,270,664,15863
270,3206,264,644,15886
271,3235,260,619,15886
272,3244,271,583,15902
273,3260,273,588,15879
274,3290,266,589,15855
275,3292,255,582,15871
276,3313,245,567,15875
277,3322,236,553,15889
278,3352,223,547,15878
279,3381,212,540,15867
280,3409,204,516,15871
281,3421,202,497,15880
282,3456,211,475,15858
283,3466,209,468,15857
284,3488,214,469,15829
285,3532,196,478,15794
286,3563,197,444,15796
287,3605,185,425,15785
288,3625,199,409,15767
289,3650,205,410,15735
290,3681,210,404,15705
291,3716,221,393,15670
292,3758,203,414,15625
293,3772,204,405,15619
294,3819,211,411,15559
295,3864,186,425,15525
296,3887,189,409,15515
297,3891,199,395,15515
298,3912,208,407,15473
299,3945,204,407,15444
300,3982,192,416,15410
301,4004,195,413,15388
302,4035,175,419,15371
303,4076,190,419,15315
304,4103,207,418,15272
305,4110,211,409,15270
306,4140,224,396,15240
307,4188,205,401,15206
308,4221,203,410,15166
309,4247,199,401,15153
310,4280,209,399,15112
311,4308,204,419,15069
312,4322,218,406,15054
313,4338,222,401,15039
314,4358,210,422,15010
315,4390,203,427,14980
316,4404,203,429,14964
317,4410,208,430,14952
318,4429,228,430,14913
319,4421,242,435,14902
320,4455,224,435,14886
321,4488,225,441,14846
322,4492,232,448,14828
323,4512,242,446,14800
324,4541,234,445,14780
325,4571,223,441,14765
326,4606,202,460,14732
327,4630,213,440,14717
328,4653,225,429,14693
329,4671,238,429,14662
330,4688,249,432,14631
331,4696,255,432,14617
332,4720,240,444,14596
333,4738,255,430,14577
334,4745,270,442,14543
335,4743,273,466,14518
336,4754,271,478,14497
337,4753,265,476,14506
338,4748,254,479,14519
339,4755,281,466,14498
340,4762,293,470,14475
341,4756,276,487,14481
342,4775,271,490,14464
343,4788,272,508,14432
344,4773,293,528,14406
345,4747,300,531,14422
346,4747,282,553,14418
347,4741,295,555,14409
348,4737,295,553,14415
349,4746,287,576,14391
350,4738,287,568,14407
351,4723,302,554,14421
352,4724,305,567,14404
353,4706,312,588,14394
354,4675,324,600,14401
355,4660,342,605,14393
356,4642,367,604,14387
357,4641,351,637,14371
358,4634,343,660,14363
359,4610,361,667,14362
360,4608,360,682,14350
361,4567,397,678,14358
362,4528,429,678,14365
363,4510,400,705,14385
364,4476,385,742,14397
365,4442,397,745,14416
366,4408,401,764,14427
367,4395,413,768,14424
368,4385,401,771,14443
369,4358,391,782,14469
370,4321,398,786,14495
371,4291,403,790,14516
372,4269,394,790,14547
373,4238,397,794,14571
374,4192,407,803,14598
375,4181,407,800,14612
376,4159,409,796,14636
377,4160,394,812,14634
378,4161,376,816,14647
379,4154,376,805,14665
380,4099,410,816,14675
381,4093,417,805,14685
382,4056,399,830,14715
383,4036,400,823,14741
384,4022,387,815,14776
385,3995,395,814,14796
386,3952,389,828,14831
387,3940,376,838,14846
388,3905,393,823,14879
389,3861,399,822,14918
390,3847,386,819,14948
391,3836,360,825,14979
392,3799,385,807,15009
393,3771,407,779,15043
394,3760,417,774,15049
395,3788,388,791,15033
396,3806,343,830,15021
397,3785,370,808,15037
398,3766,374,805,15055
399,3781,363,799,15057
400,3785,367,775,15073
401,3777,363,781,15079
402,3778,360,762,15100
403,3771,352,753,15124
404,3767,348,749,15136
405,3772,335,760,15133
406,3788,335,760,15117
407,3778,331,755,15136
408,3784,346,737,15133
409,3793,325,730,15152
410,3805,314,711,15170
411,3799,313,700,15188
412,3823,323,694,15160
413,3834,303,690,15173
414,3839,313,681,15167
415,3824,325,689,15162
416,3837,334,669,15160
417,3843,331,675,15151
418,3836,325,685,15154
419,3833,339,680,15148
420,3844,346,669,15141
421,3877,335,680,15108
422,3876,311,675,15138
423,3882,322,664,15132
424,3875,324,673,15128
425,3872,324,670,15134
426,3870,339,664,15127
427,3884,330,663,15123
428,3860,348,688,15104
429,3899,313,704,15084
430,3887,305,693,15115
431,3870,333,664,15133
432,3891,314,677,15118
433,3912,302,659,15127
434,3906,305,646,15143
435,3924,302,662,15112
436,3937,310,656,15097
437,3926,320,663,15091
438,3930,317,651,15102
439,3926,322,654,15098
440,3945,313,666,15076
441,3958,299,669,15074
442,3964,304,667,15065
443,3966,306,659,15069
444,3981,317,646,15056
445,3974,296,666,15064
446,3982,295,664,15059
447,4008,308,640,15044
448,4001,323,629,15047
449,4024,306,630,15040
450,4011,323,637,15029
451,4005,334,661,15000
452,3997,323,679,15001
453,4001,313,703,14983
454,4004,317,697,14982
455,3983,343,688,14986
456,3992,337,688,14983
457,3991,319,696,14994
458,3994,344,677,14985
459,3972,341,688,14999
460,3984,339,699,14978
461,4001,334,687,14978
462,4009,332,696,14963
463,4020,330,693,14957
464,4036,341,696,14927
465,4036,327,711,14926
466,4027,337,707,14929
467,4030,344,706,14920
468,4035,346,702,14917
469,4028,344,680,14948
470,4069,326,679,14926
471,4055,356,673,14916
472,4078,349,666,14907
473,4047,384,641,14928
474,4052,351,671,14926
475,4041,340,678,14941
476,4020,354,677,14949
477,4003,367,670,14960
478,4013,362,665,14960
479,4016,355,675,14954
480,4029,348,691,14932
481,4025,336,684,14955
482,4015,346,679,14960
483,4003,340,697,14960
484,3998,322,711,14969
485,3975,347,689,14989
486,3977,333,702,14988
487,3952,341,730,14977
488,3957,344,721,14978
489,3932,344,742,14982
490,3931,350,738,14981
491,3937,339,739,14985
492,3909,363,729,14999
493,3901,369,704,15026
494,3868,370,704,15058
495,3862,354,713,15071
496,3860,361,705,15074
497,3867,337,712,15084
498,3893,332,681,15094
499,3905,304,679,15112
500,3906,310,671,15113
501,3872,328,665,15135
502,3880,330,659,15131
503,3878,335,661,15126
504,3862,334,669,15135
505,3864,308,680,15148
506,3858,313,679,15150
507,3880,311,679,15130
508,3864,315,702,15119
509,3853,330,694,15123
510,3816,347,705,15132
511,3814,328,696,15162
512,3791,337,690,15182
513,3803,321,694,15182
514,3805,322,665,15208
515,3828,317,665,15190
516,3843,308,664,15185
517,3862,290,676,15172
518,3835,305,663,15197
519,3850,314,647,15189
520,3842,307,628,15223
521,3861,286,640,15213
522,3892,273,646,15189
523,3908,279,637,15176
524,3926,287,609,15178
525,3935,293,611,15161
526,3926,312,594,15168
527,3932,302,617,15149
528,3971,308,604,15117
529,3979,318,602,15101
530,4004,294,608,15094
531,4017,291,603,15089
532,4028,293,594,15085
533,4034,303,580,15083
534,4036,315,589,15060
535,4041,308,607,15044
536,4063,305,594,15038
537,4059,304,586,15051
538,4053,293,592,15062
539,4071,288,594,15047
540,4067,297,602,15034
541,4073,301,598,15028
542,4085,301,575,15039
543,4106,301,576,15017
544,4102,282,589,15027
545,4127,279,621,14973
546,4121,284,608,14987
547,4135,279,615,14971
548,4140,274,613,14973
549,4131,279,614,14976
550,4114,297,613,14976
551,4100,307,619,14974
552,4120,314,610,14956
553,4105,325,602,14968
554,4107,324,607,14962
555,4118,322,604,14956
556,4115,323,603,14959
557,4103,325,616,14956
558,4113,300,625,14962
559,4119,315,604,14962
560,4117,317,612,14954
561,4116,307,606,14971
562,4113,328,608,14951
563,4123,306,627,14944
564,4142,301,624,14933
565,4167,302,644,14887
566,4183,303,641,14873
567,4195,304,626,14875
568,4202,299,623,14876
569,4213,302,614,14871
570,4236,271,634,14859
571,4217,300,624,14859
572,4219,321,613,14847
573,4227,322,629,14822
574,4207,337,642,14814
575,4228,323,654,14795
576,4219,326,643,14812
577,4237,305,653,14805
578,4225,315,646,14814
579,4219,327,648,14806
580,4213,340,639,14808
581,4183,361,630,14826
582,4198,339,630,14833
583,4209,335,646,14810
584,4237,321,643,14799
585,4249,331,644,14776
586,4250,328,666,14756
587,4237,334,654,14775
588,4235,337,668,14760
589,4212,350,674,14764
590,4233,318,684,14765
591,4230,317,680,14773
592,4237,335,673,14755
593,4240,330,688,14742
594,4235,341,694,14730
595,4202,367,692,14739
596,4194,377,684,14745
597,4206,371,694,14729
598,4195,371,696,14738
599,4199,361,696,14744
600,4204,358,696,14742
601,4178,392,686,14744
602,4181,372,713,14734
603,4152,366,726,14756
604,4150,352,716,14782
605,4116,375,714,14795
606,4116,362,728,14794
607,4099,377,739,14785
608,4077,369,740,14814
609,4072,340,762,14826
610,4058,345,742,14855
611,4046,365,723,14866
612,4052,349,740,14859
613,4039,352,738,14871
614,4015,376,737,14872
615,4016,370,735,14879
616,4007,347,754,14892
617,4007,353,742,14898
618,4008,350,748,14894
619,4010,326,771,14893
620,4021,344,754,14881
621,4025,340,764,14871
622,4000,378,740,14882
623,4017,358,745,14880
624,4025,330,757,14888
625,3996,351,741,14912
626,3986,353,744,14917
627,3957,368,756,14919
628,3909,375,751,14965
629,3902,374,755,14969
630,3930,350,743,14977
631,3929,349,748,14974
632,3932,353,734,14981
633,3922,346,715,15017
634,3911,345,709,15035
635,3919,366,678,15037
636,3938,373,651,15038
637,3961,369,648,15022
638,4000,337,664,14999
639,3999,330,665,15006
640,3968,354,657,15021
641,3984,342,677,14997
642,4004,331,670,14995
643,3995,341,679,14985
644,4009,321,683,14987
645,4043,308,689,14960
646,4061,311,665,14963
647,4096,311,656,14937
648,4090,316,652,14942
649,4099,323,661,14917
650,4074,347,661,14918
651,4106,326,678,14890
652,4117,312,687,14884
653,4152,316,671,14861
654,4159,316,660,14865
655,4197,310,655,14838
656,4197,310,668,14825
657,4198,305,669,14828
658,4202,321,665,14812
659,4216,313,674,14797
660,4219,313,670,14798
661,4216,321,660,14803
662,4233,343,654,14770
663,4237,346,674,14743
664,4245,360,666,14729
665,4231,353,678,14738
666,4234,352,677,14737
667,4233,336,697,14734
668,4252,334,664,14750
669,4260,325,660,14755
670,4265,344,647,14744
671,4244,326,656,14774
672,4239,346,647,14768
673,4203,383,640,14774
674,4213,371,654,14762
675,4207,382,659,14752
676,4215,375,678,14732
677,4199,391,658,14752
678,4205,378,684,14733
679,4217,362,699,14722
680,4211,366,691,14732
681,4216,363,687,14734
682,4193,345,699,14763
683,4218,331,707,14744
684,4214,347,692,14747
685,4222,342,710,14726
686,4237,343,697,14723
687,4234,334,712,14720
688,4217,335,715,14733
689,4227,332,718,14723
690,4216,343,713,14728
691,4202,349,703,14746
692,4242,338,689,14731
693,4244,358,673,14725
694,4258,347,683,14712
695,4232,371,675,14722
696,4248,355,704,14693
697,4262,346,684,14708
698,4253,345,699,14703
699,4255,339,705,14701
700,4237,340,699,14724
701,4259,325,700,14716
702,4251,332,705,14712
703,4229,349,700,14722
704,4225,339,688,14748
705,4254,336,681,14729
706,4244,350,698,14708
707,4224,358,687,14731
708,4211,342,689,14758
709,4230,331,703,14736
710,4246,317,708,14729
711,4250,331,713,14706
712,4247,344,697,14712
713,4229,334,706,14731
714,4237,321,742,14700
715,4227,349,715,14709
716,4242,336,705,14717
717,4199,370,708,14723
718,4209,358,713,14720
719,4206,338,734,14722
720,4192,327,731,14750
721,4174,349,718,14759
722,4158,362,716,14764
723,4145,344,719,14792
724,4137,363,706,14794
725,4123,363,715,14799
726,4107,371,711,14811
727,4098,376,699,14827
728,4104,347,709,14840
729,4090,351,719,14840
